Campaign_ID,Company,Campaign_Type,Target_Audience,Duration,Channel_Used,Conversion_Rate,Acquisition_Cost,ROI,Location,Language,Clicks,Impressions,Engagement_Score,Customer_Segment,Date
40751,Alpha Innovations,Influencer,Men 18-24,60 days,Facebook,0.06,"$12,200.00",6.69,Los Angeles,English,156,5067,10,Fashionistas,2021-08-24
40841,DataTech Solutions,Social Media,Men 25-34,30 days,Facebook,0.11,"$12,641.00",2.35,New York,English,259,7518,6,Health & Wellness,2021-11-22
40865,Innovate Industries,Social Media,Men 25-34,15 days,YouTube,0.08,"$17,336.00",4.62,Miami,English,828,1666,5,Tech Enthusiasts,2021-12-16
40952,NexGen Systems,Search,Men 25-34,30 days,YouTube,0.1,"$12,982.00",3.09,Houston,English,505,4067,6,Tech Enthusiasts,2021-03-13
40968,Innovate Industries,Social Media,Women 25-34,30 days,Website,0.12,"$9,368.00",5.88,New York,Mandarin,861,9787,7,Tech Enthusiasts,2021-03-29
41019,TechCorp,Social Media,Men 25-34,30 days,Instagram,0.13,"$6,310.00",7.54,Chicago,German,213,4835,3,Foodies,2021-05-19
41075,DataTech Solutions,Display,Women 25-34,60 days,Website,0.05,"$17,722.00",7.04,New York,English,366,4329,8,Health & Wellness,2021-07-14
41079,TechCorp,Search,Women 35-44,30 days,Email,0.08,"$9,752.00",4.18,Chicago,German,400,6343,3,Outdoor Adventurers,2021-07-18
41106,DataTech Solutions,Email,Women 35-44,30 days,Instagram,0.07,"$12,768.00",7.69,Miami,Spanish,885,5589,2,Fashionistas,2021-08-14
41187,NexGen Systems,Influencer,Men 18-24,60 days,Website,0.02,"$18,338.00",7.23,Los Angeles,English,426,1421,2,Tech Enthusiasts,2021-11-03
41256,TechCorp,Search,Women 25-34,15 days,Website,0.08,"$11,233.00",6.2,Los Angeles,French,368,7283,1,Health & Wellness,2021-01-11
41260,DataTech Solutions,Display,Men 25-34,15 days,Website,0.06,"$10,209.00",4.09,Houston,German,284,5157,5,Health & Wellness,2021-01-15
41269,DataTech Solutions,Search,Men 18-24,60 days,Instagram,0.06,"$15,082.00",3.23,Chicago,German,829,2968,7,Health & Wellness,2021-01-24
41290,TechCorp,Influencer,Women 35-44,45 days,Email,0.06,"$10,597.00",2.03,New York,Mandarin,781,4187,3,Tech Enthusiasts,2021-02-14
41342,Alpha Innovations,Display,Men 18-24,30 days,Facebook,0.11,"$13,181.00",2.41,Houston,English,581,9325,4,Outdoor Adventurers,2021-04-07
41359,NexGen Systems,Email,Women 25-34,30 days,Website,0.07,"$17,151.00",7.24,New York,English,151,7885,4,Health & Wellness,2021-04-24
41403,NexGen Systems,Social Media,Women 25-34,15 days,Website,0.14,"$14,962.00",6.7,Houston,French,183,3378,9,Tech Enthusiasts,2021-06-07
41441,DataTech Solutions,Display,Men 18-24,30 days,Instagram,0.12,"$16,734.00",4.12,Los Angeles,German,379,4941,5,Fashionistas,2021-07-15
41552,Alpha Innovations,Influencer,Men 25-34,45 days,Instagram,0.04,"$11,906.00",3.57,Houston,French,506,1609,8,Health & Wellness,2021-11-03
41602,Innovate Industries,Email,Men 25-34,15 days,Instagram,0.08,"$11,516.00",4.92,Los Angeles,English,603,9254,3,Foodies,2021-12-23
41642,TechCorp,Influencer,Men 18-24,60 days,YouTube,0.04,"$18,620.00",4.65,Los Angeles,Spanish,221,8844,10,Foodies,2021-02-01
41670,Innovate Industries,Social Media,Women 35-44,15 days,Google Ads,0.1,"$8,703.00",2.61,Houston,French,876,6562,5,Tech Enthusiasts,2021-03-01
41758,DataTech Solutions,Search,Men 18-24,30 days,Email,0.04,"$12,283.00",2.33,New York,French,515,9407,4,Tech Enthusiasts,2021-05-28
41786,Innovate Industries,Search,Men 18-24,45 days,YouTube,0.02,"$18,389.00",6.51,Miami,German,443,3978,4,Fashionistas,2021-06-25
41804,Alpha Innovations,Display,Women 35-44,45 days,Email,0.07,"$5,620.00",5.61,Miami,English,560,4123,1,Foodies,2021-07-13
41841,TechCorp,Influencer,Women 25-34,15 days,Facebook,0.12,"$9,835.00",5.17,Houston,Spanish,901,6824,7,Fashionistas,2021-08-19
41856,Alpha Innovations,Influencer,All Ages,30 days,Facebook,0.08,"$10,973.00",3.13,Miami,German,328,9412,2,Outdoor Adventurers,2021-09-03
41891,NexGen Systems,Email,Men 18-24,45 days,Instagram,0.02,"$17,404.00",5.04,Houston,German,640,4130,9,Fashionistas,2021-10-08
41896,Alpha Innovations,Email,Women 25-34,30 days,Instagram,0.02,"$15,457.00",4.05,Chicago,Spanish,582,1816,2,Outdoor Adventurers,2021-10-13
41926,Alpha Innovations,Email,Men 25-34,15 days,Email,0.13,"$16,453.00",7.77,Los Angeles,Mandarin,492,3792,1,Health & Wellness,2021-11-12
42007,Innovate Industries,Email,Women 35-44,60 days,YouTube,0.1,"$16,050.00",7.89,Los Angeles,French,874,1205,4,Health & Wellness,2021-02-01
42008,NexGen Systems,Social Media,Men 25-34,45 days,Website,0.07,"$17,570.00",5.61,Houston,Mandarin,614,8973,10,Fashionistas,2021-02-02
42050,Alpha Innovations,Search,Men 18-24,45 days,Instagram,0.12,"$10,985.00",7.79,Houston,Mandarin,876,7379,5,Foodies,2021-03-16
42056,Innovate Industries,Display,All Ages,15 days,Facebook,0.03,"$8,837.00",2.42,Miami,German,721,3624,4,Tech Enthusiasts,2021-03-22
42123,TechCorp,Email,Men 25-34,60 days,Instagram,0.07,"$15,135.00",5.89,Houston,German,814,3874,3,Fashionistas,2021-05-28
42251,Alpha Innovations,Search,Men 25-34,15 days,Google Ads,0.07,"$9,791.00",4.42,Miami,Mandarin,262,9002,5,Health & Wellness,2021-10-03
42254,Innovate Industries,Social Media,Men 18-24,60 days,Website,0.09,"$7,370.00",7.03,Los Angeles,Spanish,876,9035,3,Foodies,2021-10-06
42260,NexGen Systems,Display,Women 35-44,60 days,YouTube,0.05,"$7,846.00",3.16,Chicago,Mandarin,945,4899,2,Tech Enthusiasts,2021-10-12
42275,DataTech Solutions,Influencer,All Ages,30 days,Facebook,0.05,"$6,592.00",7.72,Miami,French,635,2207,8,Health & Wellness,2021-10-27
42278,TechCorp,Social Media,Men 25-34,30 days,Website,0.12,"$19,910.00",6.58,Houston,Spanish,333,6658,9,Outdoor Adventurers,2021-10-30
42342,TechCorp,Influencer,Men 18-24,60 days,Email,0.08,"$19,772.00",6.85,Los Angeles,German,245,6747,10,Health & Wellness,2021-01-02
42403,Innovate Industries,Social Media,Men 18-24,45 days,Website,0.11,"$16,575.00",5.17,Chicago,French,846,9089,9,Fashionistas,2021-03-04
42404,NexGen Systems,Display,Men 18-24,60 days,Website,0.03,"$13,443.00",4.1,Los Angeles,English,700,6194,6,Tech Enthusiasts,2021-03-05
42415,DataTech Solutions,Search,Men 18-24,60 days,Facebook,0.13,"$16,243.00",7.35,New York,French,918,4744,7,Foodies,2021-03-16
42432,DataTech Solutions,Display,All Ages,60 days,Website,0.1,"$9,832.00",5.52,Chicago,English,848,1508,6,Health & Wellness,2021-04-02
42513,TechCorp,Search,All Ages,45 days,Email,0.1,"$5,421.00",4.64,New York,French,615,2855,6,Fashionistas,2021-06-22
42658,NexGen Systems,Search,Women 25-34,30 days,Google Ads,0.02,"$17,584.00",2.69,New York,Spanish,161,9818,7,Outdoor Adventurers,2021-11-14
42821,DataTech Solutions,Influencer,Women 25-34,45 days,Website,0.11,"$7,208.00",2.53,Los Angeles,Spanish,676,8735,1,Outdoor Adventurers,2021-04-26
42826,Alpha Innovations,Social Media,Men 25-34,15 days,Instagram,0.08,"$14,881.00",4.94,Miami,English,270,3524,2,Fashionistas,2021-05-01
42855,TechCorp,Social Media,Men 18-24,60 days,Google Ads,0.14,"$8,031.00",2.34,Los Angeles,Mandarin,117,7822,9,Fashionistas,2021-05-30
43041,Alpha Innovations,Display,Women 35-44,45 days,Email,0.14,"$11,290.00",5.11,Miami,German,753,6579,10,Health & Wellness,2021-12-02
43111,TechCorp,Influencer,Women 25-34,30 days,Instagram,0.06,"$5,069.00",3.76,Miami,Mandarin,347,4157,10,Foodies,2021-02-10
43115,TechCorp,Influencer,Men 25-34,30 days,Google Ads,0.02,"$17,141.00",4.33,Los Angeles,German,722,2492,6,Outdoor Adventurers,2021-02-14
43209,Alpha Innovations,Influencer,Men 18-24,60 days,Facebook,0.14,"$9,918.00",3.89,Miami,German,426,9366,6,Outdoor Adventurers,2021-05-19
43220,Alpha Innovations,Display,Men 25-34,30 days,YouTube,0.03,"$11,109.00",5.13,Miami,French,842,9965,3,Tech Enthusiasts,2021-05-30
43244,Alpha Innovations,Social Media,Women 35-44,45 days,Email,0.1,"$19,538.00",6.26,New York,French,857,2064,1,Health & Wellness,2021-06-23
43269,NexGen Systems,Display,Women 35-44,15 days,Email,0.08,"$16,425.00",7.88,Miami,German,373,7228,7,Health & Wellness,2021-07-18
43371,Innovate Industries,Influencer,Women 25-34,60 days,Facebook,0.08,"$10,201.00",2.09,Chicago,Mandarin,519,7624,7,Health & Wellness,2021-10-28
43446,TechCorp,Email,Men 25-34,15 days,Facebook,0.12,"$11,689.00",4.97,New York,Spanish,838,7517,1,Fashionistas,2021-01-11
43570,Innovate Industries,Display,Women 35-44,60 days,Email,0.06,"$12,790.00",2.89,Miami,German,358,6029,1,Tech Enthusiasts,2021-05-15
43573,DataTech Solutions,Search,Men 25-34,45 days,Instagram,0.02,"$12,157.00",7.06,Houston,German,979,9799,4,Health & Wellness,2021-05-18
43680,NexGen Systems,Display,All Ages,45 days,Email,0.02,"$19,003.00",4.52,Los Angeles,Spanish,114,3993,3,Fashionistas,2021-09-02
43701,DataTech Solutions,Display,Men 18-24,30 days,Instagram,0.09,"$14,501.00",3.93,Miami,Mandarin,967,8729,3,Outdoor Adventurers,2021-09-23
43709,Innovate Industries,Search,Men 25-34,30 days,Facebook,0.1,"$12,323.00",5.55,New York,Mandarin,759,8965,3,Health & Wellness,2021-10-01
43722,Innovate Industries,Search,Women 35-44,15 days,Google Ads,0.13,"$8,638.00",4.76,New York,French,531,5590,6,Tech Enthusiasts,2021-10-14
43731,NexGen Systems,Influencer,All Ages,15 days,Facebook,0.09,"$10,921.00",5.57,Chicago,French,627,1627,7,Health & Wellness,2021-10-23
43737,Innovate Industries,Email,Men 18-24,30 days,YouTube,0.13,"$16,041.00",4.59,Houston,German,526,7986,7,Health & Wellness,2021-10-29
43758,DataTech Solutions,Search,Women 35-44,30 days,Email,0.08,"$11,915.00",5.34,Los Angeles,Spanish,465,9866,9,Tech Enthusiasts,2021-11-19
43807,Innovate Industries,Search,Men 25-34,60 days,Facebook,0.1,"$13,363.00",7.43,Miami,Spanish,423,1535,7,Tech Enthusiasts,2021-01-07
43853,DataTech Solutions,Email,Women 25-34,30 days,Facebook,0.1,"$6,759.00",6.95,Houston,German,980,4583,3,Foodies,2021-02-22
43875,Alpha Innovations,Email,Women 25-34,60 days,Website,0.02,"$14,802.00",5.36,New York,German,997,7179,9,Foodies,2021-03-16
44075,NexGen Systems,Social Media,Women 25-34,60 days,YouTube,0.09,"$10,843.00",2.01,Houston,German,689,9968,9,Foodies,2021-10-02
44090,Alpha Innovations,Social Media,Women 35-44,15 days,Instagram,0.12,"$11,185.00",7.16,New York,German,768,6692,7,Outdoor Adventurers,2021-10-17
44128,DataTech Solutions,Display,Women 25-34,60 days,Email,0.01,"$9,873.00",7.05,Miami,Spanish,692,7204,2,Outdoor Adventurers,2021-11-24
44130,Alpha Innovations,Email,Men 18-24,15 days,Email,0.04,"$15,950.00",5.9,Los Angeles,Spanish,381,3674,7,Outdoor Adventurers,2021-11-26
44219,Innovate Industries,Display,All Ages,45 days,Google Ads,0.14,"$7,368.00",3.96,Los Angeles,German,622,8905,8,Tech Enthusiasts,2021-02-23
44230,NexGen Systems,Search,Men 25-34,45 days,Facebook,0.13,"$13,292.00",7.99,Chicago,German,720,8473,3,Tech Enthusiasts,2021-03-06
44232,Alpha Innovations,Display,Men 18-24,30 days,Website,0.08,"$17,516.00",5.84,Houston,German,716,1561,5,Foodies,2021-03-08
44267,DataTech Solutions,Search,Men 18-24,15 days,Facebook,0.15,"$14,126.00",6.44,Chicago,English,558,2933,3,Foodies,2021-04-12
44303,NexGen Systems,Influencer,Women 25-34,45 days,Facebook,0.03,"$9,476.00",7.92,New York,French,530,8332,3,Foodies,2021-05-18
44310,DataTech Solutions,Email,Men 25-34,30 days,Website,0.07,"$5,973.00",5.31,Miami,English,327,7311,6,Outdoor Adventurers,2021-05-25
44360,Innovate Industries,Display,All Ages,60 days,Website,0.04,"$13,354.00",4.43,Los Angeles,Mandarin,192,4171,8,Health & Wellness,2021-07-14
44386,Alpha Innovations,Influencer,Women 25-34,30 days,Google Ads,0.15,"$5,363.00",5.01,Miami,German,369,7322,7,Fashionistas,2021-08-09
44397,DataTech Solutions,Search,Women 35-44,15 days,Facebook,0.09,"$16,535.00",4.68,New York,Spanish,649,3779,1,Outdoor Adventurers,2021-08-20
44412,Alpha Innovations,Social Media,All Ages,30 days,Facebook,0.02,"$13,393.00",6.48,Houston,Spanish,103,6746,1,Health & Wellness,2021-09-04
44438,TechCorp,Search,Men 18-24,15 days,Google Ads,0.05,"$14,774.00",2.64,Chicago,Spanish,125,9087,8,Outdoor Adventurers,2021-09-30
44474,Innovate Industries,Influencer,All Ages,45 days,Website,0.04,"$16,090.00",5.6,Los Angeles,German,491,4234,5,Health & Wellness,2021-11-05
44497,NexGen Systems,Email,Women 25-34,60 days,Google Ads,0.1,"$11,077.00",4.1,Chicago,Mandarin,262,4409,6,Fashionistas,2021-11-28
44530,NexGen Systems,Email,Men 25-34,45 days,Email,0.07,"$10,197.00",4.12,Houston,English,142,6911,10,Foodies,2021-12-31
44653,Alpha Innovations,Social Media,Women 35-44,45 days,Google Ads,0.1,"$9,973.00",3.28,Chicago,Mandarin,955,5402,3,Health & Wellness,2021-05-03
44659,TechCorp,Email,Men 25-34,30 days,Website,0.06,"$19,939.00",5.19,Houston,Spanish,667,2619,3,Fashionistas,2021-05-09
44669,Alpha Innovations,Display,All Ages,60 days,Instagram,0.07,"$16,225.00",5.2,Miami,Mandarin,115,8657,9,Outdoor Adventurers,2021-05-19
44702,Alpha Innovations,Email,Women 25-34,30 days,Instagram,0.03,"$11,677.00",7.55,New York,German,499,7994,8,Tech Enthusiasts,2021-06-21
44736,DataTech Solutions,Influencer,Men 25-34,45 days,Email,0.03,"$14,812.00",6.38,Los Angeles,German,740,1827,10,Health & Wellness,2021-07-25
44743,Innovate Industries,Display,Men 18-24,15 days,Email,0.11,"$9,659.00",3.23,Chicago,Mandarin,632,1656,6,Outdoor Adventurers,2021-08-01
44772,Innovate Industries,Social Media,Men 18-24,15 days,Website,0.03,"$7,813.00",2.78,Chicago,English,944,9908,8,Foodies,2021-08-30
44870,DataTech Solutions,Search,Women 35-44,45 days,YouTube,0.04,"$6,823.00",7.58,Los Angeles,Spanish,470,8331,4,Outdoor Adventurers,2021-12-06
44910,Innovate Industries,Social Media,Women 25-34,60 days,Website,0.08,"$10,836.00",2.68,Miami,French,777,1148,3,Tech Enthusiasts,2021-01-15
44995,Alpha Innovations,Social Media,Women 25-34,30 days,Instagram,0.08,"$14,201.00",7.72,Los Angeles,Spanish,133,6436,6,Health & Wellness,2021-04-10
45073,Innovate Industries,Display,All Ages,15 days,Facebook,0.05,"$12,253.00",7.99,Los Angeles,German,115,1832,2,Fashionistas,2021-06-27
45074,Innovate Industries,Display,Men 18-24,30 days,Google Ads,0.13,"$6,845.00",6.53,Chicago,French,170,5620,10,Tech Enthusiasts,2021-06-28
45137,NexGen Systems,Search,All Ages,45 days,Website,0.03,"$19,085.00",5.3,Houston,French,171,2172,2,Fashionistas,2021-08-30
45174,DataTech Solutions,Email,Men 18-24,60 days,YouTube,0.02,"$11,146.00",6.28,Houston,English,294,4509,4,Fashionistas,2021-10-06
45213,DataTech Solutions,Display,Men 18-24,15 days,Website,0.14,"$18,655.00",6.85,Miami,German,378,5811,3,Health & Wellness,2021-11-14
45223,DataTech Solutions,Display,Women 25-34,45 days,Google Ads,0.07,"$18,136.00",4.02,Houston,Spanish,990,5199,4,Tech Enthusiasts,2021-11-24
45237,DataTech Solutions,Social Media,Women 25-34,30 days,YouTube,0.03,"$7,841.00",3.31,Miami,German,521,5762,2,Health & Wellness,2021-12-08
45248,NexGen Systems,Email,Men 18-24,15 days,Email,0.11,"$17,515.00",6.67,Houston,German,125,8950,2,Outdoor Adventurers,2021-12-19
45271,TechCorp,Search,Men 18-24,30 days,YouTube,0.05,"$9,098.00",5.75,Los Angeles,Mandarin,676,5738,9,Fashionistas,2021-01-11
45283,Innovate Industries,Email,Women 25-34,45 days,YouTube,0.03,"$15,064.00",7.09,Chicago,English,431,8443,2,Outdoor Adventurers,2021-01-23
45289,Alpha Innovations,Influencer,Women 35-44,45 days,Facebook,0.11,"$16,210.00",5.02,Miami,Mandarin,722,3083,5,Tech Enthusiasts,2021-01-29
45308,TechCorp,Social Media,Men 18-24,15 days,Google Ads,0.11,"$17,085.00",4.08,Los Angeles,English,810,2298,5,Foodies,2021-02-17
45466,DataTech Solutions,Social Media,Men 18-24,45 days,YouTube,0.08,"$11,368.00",4.76,Los Angeles,French,318,1862,5,Health & Wellness,2021-07-25
45540,Alpha Innovations,Social Media,Men 18-24,30 days,Facebook,0.15,"$10,493.00",7.34,Chicago,French,964,5915,2,Fashionistas,2021-10-07
45588,NexGen Systems,Influencer,Women 35-44,15 days,Website,0.03,"$6,698.00",3.95,Miami,French,721,7367,5,Outdoor Adventurers,2021-11-24
45594,Alpha Innovations,Social Media,Men 25-34,30 days,Website,0.06,"$13,151.00",6.09,Miami,Mandarin,459,6059,6,Foodies,2021-11-30
45724,TechCorp,Search,Women 25-34,45 days,Google Ads,0.05,"$10,017.00",7.18,New York,German,617,2431,2,Outdoor Adventurers,2021-04-09
45791,TechCorp,Display,Women 25-34,45 days,Google Ads,0.05,"$6,110.00",4.84,Houston,English,773,3287,9,Fashionistas,2021-06-15
45816,Alpha Innovations,Search,Women 25-34,15 days,Email,0.14,"$19,214.00",7.78,New York,German,414,3523,4,Tech Enthusiasts,2021-07-10
45830,TechCorp,Email,Men 25-34,15 days,Instagram,0.03,"$16,261.00",2.87,Chicago,Spanish,347,6070,9,Fashionistas,2021-07-24
45932,TechCorp,Email,Men 25-34,15 days,YouTube,0.13,"$5,259.00",5.17,Los Angeles,English,264,5409,1,Health & Wellness,2021-11-03
45972,DataTech Solutions,Display,Men 18-24,60 days,YouTube,0.03,"$18,615.00",5.55,New York,English,775,8833,1,Fashionistas,2021-12-13
45981,DataTech Solutions,Display,Men 25-34,60 days,Website,0.02,"$9,437.00",4.84,Houston,English,197,2765,4,Tech Enthusiasts,2021-12-22
46082,NexGen Systems,Search,All Ages,15 days,Facebook,0.04,"$15,889.00",4.18,Los Angeles,French,527,6430,1,Tech Enthusiasts,2021-04-02
46140,Alpha Innovations,Social Media,All Ages,15 days,Instagram,0.1,"$14,926.00",3.04,Chicago,Mandarin,514,8980,2,Tech Enthusiasts,2021-05-30
46171,DataTech Solutions,Search,All Ages,30 days,YouTube,0.1,"$15,228.00",6.02,New York,German,808,5504,10,Foodies,2021-06-30
46174,Alpha Innovations,Social Media,Women 35-44,15 days,Google Ads,0.08,"$13,770.00",4.87,Miami,French,198,5297,10,Foodies,2021-07-03
46254,NexGen Systems,Search,Men 18-24,30 days,Facebook,0.1,"$16,445.00",5.14,Houston,Mandarin,461,9183,3,Fashionistas,2021-09-21
46279,NexGen Systems,Search,Men 25-34,15 days,Email,0.02,"$19,557.00",5.92,Los Angeles,Spanish,947,8761,1,Outdoor Adventurers,2021-10-16
46318,DataTech Solutions,Search,Women 35-44,60 days,Google Ads,0.12,"$11,138.00",2.17,Miami,Mandarin,511,7938,7,Tech Enthusiasts,2021-11-24
46325,Alpha Innovations,Display,Women 25-34,30 days,YouTube,0.13,"$6,358.00",3.75,Houston,German,417,1823,7,Health & Wellness,2021-12-01
46338,TechCorp,Display,Women 25-34,60 days,YouTube,0.13,"$11,806.00",2.83,Miami,German,196,1093,9,Foodies,2021-12-14
46453,DataTech Solutions,Search,Women 35-44,45 days,Facebook,0.09,"$15,138.00",7.57,Houston,French,233,3399,4,Fashionistas,2021-04-08
46464,DataTech Solutions,Email,Women 35-44,60 days,Google Ads,0.03,"$14,607.00",2.18,Houston,French,233,1565,4,Foodies,2021-04-19
46471,NexGen Systems,Search,Women 35-44,60 days,Facebook,0.12,"$7,340.00",3.21,Chicago,Spanish,512,8605,8,Foodies,2021-04-26
46484,NexGen Systems,Social Media,Men 25-34,15 days,Email,0.08,"$15,180.00",5.56,Miami,Spanish,626,4426,9,Health & Wellness,2021-05-09
46497,Alpha Innovations,Display,Women 35-44,15 days,Email,0.04,"$15,688.00",6.84,Los Angeles,Spanish,412,7850,9,Foodies,2021-05-22
46534,NexGen Systems,Influencer,Men 18-24,15 days,YouTube,0.12,"$9,401.00",5.85,Houston,German,621,5362,6,Tech Enthusiasts,2021-06-28
46573,DataTech Solutions,Display,Women 35-44,30 days,Google Ads,0.02,"$6,212.00",5.59,Miami,Spanish,776,4858,10,Tech Enthusiasts,2021-08-06
46592,NexGen Systems,Display,Women 35-44,30 days,Email,0.11,"$14,561.00",3.73,New York,English,208,6146,1,Fashionistas,2021-08-25
46602,TechCorp,Email,Men 25-34,45 days,Instagram,0.12,"$8,614.00",5.78,Chicago,French,226,3174,6,Tech Enthusiasts,2021-09-04
46637,DataTech Solutions,Social Media,Women 25-34,60 days,Email,0.09,"$19,253.00",2.21,Houston,Spanish,277,8336,5,Tech Enthusiasts,2021-10-09
46694,Innovate Industries,Email,All Ages,45 days,Instagram,0.04,"$17,137.00",5.22,Chicago,Spanish,991,4957,7,Tech Enthusiasts,2021-12-05
46712,Innovate Industries,Display,Women 35-44,15 days,YouTube,0.07,"$15,318.00",4.37,Chicago,Spanish,542,9058,10,Tech Enthusiasts,2021-12-23
46733,TechCorp,Display,All Ages,15 days,Instagram,0.08,"$12,092.00",5.92,Miami,English,235,6048,7,Fashionistas,2021-01-13
46745,Alpha Innovations,Search,Women 35-44,15 days,YouTube,0.04,"$17,477.00",7.24,Miami,German,103,1413,9,Foodies,2021-01-25
46802,NexGen Systems,Search,Women 35-44,60 days,Instagram,0.01,"$19,912.00",6.63,Miami,Mandarin,481,9341,8,Outdoor Adventurers,2021-03-23
46839,Alpha Innovations,Social Media,Men 18-24,15 days,Facebook,0.15,"$12,849.00",3.57,Chicago,Mandarin,719,7788,6,Health & Wellness,2021-04-29
46872,TechCorp,Social Media,All Ages,60 days,YouTube,0.04,"$9,418.00",5.26,Chicago,French,770,7152,8,Outdoor Adventurers,2021-06-01
46873,Innovate Industries,Email,Men 25-34,45 days,Google Ads,0.07,"$18,009.00",7.54,Chicago,Mandarin,708,2187,4,Tech Enthusiasts,2021-06-02
46885,NexGen Systems,Social Media,All Ages,60 days,Facebook,0.02,"$12,249.00",3.71,Chicago,English,746,3898,1,Foodies,2021-06-14
46889,Alpha Innovations,Display,Men 25-34,15 days,Email,0.08,"$7,078.00",6.51,Chicago,Spanish,379,5084,10,Foodies,2021-06-18
46950,NexGen Systems,Search,Women 25-34,45 days,Website,0.1,"$19,196.00",6.7,Houston,Spanish,431,8896,2,Outdoor Adventurers,2021-08-18
46969,TechCorp,Display,Men 25-34,30 days,Email,0.08,"$10,559.00",5.02,Miami,Mandarin,262,5460,5,Outdoor Adventurers,2021-09-06
47017,Innovate Industries,Display,Women 25-34,45 days,Instagram,0.11,"$11,989.00",3.61,Miami,Mandarin,895,2049,9,Health & Wellness,2021-10-24
47024,NexGen Systems,Email,Men 25-34,15 days,YouTube,0.02,"$9,325.00",5.65,Chicago,Mandarin,959,6650,3,Fashionistas,2021-10-31
47147,NexGen Systems,Search,All Ages,45 days,Instagram,0.1,"$6,440.00",3.26,New York,English,635,6977,3,Outdoor Adventurers,2021-03-03
47251,Innovate Industries,Search,Men 25-34,45 days,Website,0.1,"$7,174.00",6.17,Houston,Mandarin,290,8837,8,Tech Enthusiasts,2021-06-15
47395,NexGen Systems,Social Media,Men 25-34,30 days,Google Ads,0.1,"$19,676.00",6.01,Houston,German,448,3007,7,Foodies,2021-11-06
47408,Innovate Industries,Display,Men 25-34,45 days,Facebook,0.08,"$19,378.00",4.64,Chicago,Spanish,221,5233,7,Fashionistas,2021-11-19
47560,NexGen Systems,Influencer,Women 25-34,45 days,Email,0.11,"$16,843.00",7.22,Chicago,English,174,2317,3,Tech Enthusiasts,2021-04-20
47580,DataTech Solutions,Search,Women 35-44,30 days,Website,0.05,"$12,146.00",5.43,Miami,English,328,2117,10,Outdoor Adventurers,2021-05-10
47584,NexGen Systems,Display,All Ages,30 days,Email,0.09,"$16,647.00",2.23,Miami,English,616,3771,10,Foodies,2021-05-14
47623,TechCorp,Display,All Ages,45 days,Google Ads,0.07,"$10,971.00",7.1,New York,Spanish,130,3783,2,Outdoor Adventurers,2021-06-22
47669,Alpha Innovations,Display,Men 25-34,30 days,Google Ads,0.04,"$14,182.00",4.99,Miami,English,105,9200,5,Fashionistas,2021-08-07
47676,TechCorp,Email,Men 18-24,60 days,Facebook,0.07,"$10,382.00",7.95,Los Angeles,Mandarin,603,2240,5,Outdoor Adventurers,2021-08-14
47685,Innovate Industries,Social Media,Men 18-24,60 days,Facebook,0.05,"$11,333.00",3.14,Los Angeles,Mandarin,583,4134,9,Health & Wellness,2021-08-23
47715,TechCorp,Social Media,Men 25-34,30 days,Instagram,0.1,"$9,709.00",7.8,Chicago,English,948,7305,9,Fashionistas,2021-09-22
47725,NexGen Systems,Social Media,Men 25-34,30 days,YouTube,0.07,"$5,254.00",3.18,New York,Mandarin,953,7507,10,Health & Wellness,2021-10-02
47732,Alpha Innovations,Email,Women 25-34,45 days,Email,0.14,"$9,895.00",7.39,Los Angeles,French,120,5246,2,Tech Enthusiasts,2021-10-09
47738,DataTech Solutions,Social Media,All Ages,60 days,Email,0.14,"$9,015.00",4.58,Houston,Mandarin,106,8764,10,Foodies,2021-10-15
47796,Alpha Innovations,Influencer,All Ages,15 days,Facebook,0.1,"$16,355.00",6.46,Houston,German,203,1877,3,Foodies,2021-12-12
47927,Alpha Innovations,Influencer,Men 25-34,45 days,Instagram,0.05,"$8,173.00",4.85,Los Angeles,Spanish,887,2087,9,Tech Enthusiasts,2021-04-22
47937,DataTech Solutions,Social Media,All Ages,15 days,YouTube,0.05,"$19,380.00",7.45,Los Angeles,Mandarin,910,1445,1,Outdoor Adventurers,2021-05-02
47958,Alpha Innovations,Display,Women 35-44,60 days,Google Ads,0.11,"$9,829.00",7.85,New York,English,212,3163,4,Tech Enthusiasts,2021-05-23
48004,TechCorp,Influencer,Men 25-34,45 days,Facebook,0.11,"$17,902.00",5.27,Los Angeles,French,650,2088,5,Foodies,2021-07-08
48104,TechCorp,Influencer,Men 25-34,30 days,Website,0.09,"$19,248.00",5.77,New York,German,897,2380,2,Outdoor Adventurers,2021-10-16
48125,DataTech Solutions,Search,All Ages,45 days,Email,0.14,"$17,008.00",4.31,Los Angeles,Spanish,436,1618,3,Health & Wellness,2021-11-06
48135,Alpha Innovations,Social Media,Men 25-34,15 days,Email,0.07,"$13,893.00",2.99,Miami,Mandarin,151,7485,9,Tech Enthusiasts,2021-11-16
48194,TechCorp,Search,All Ages,45 days,Facebook,0.1,"$9,354.00",3.94,Los Angeles,German,546,3873,9,Foodies,2021-01-14
48214,TechCorp,Email,Men 25-34,30 days,Email,0.09,"$18,632.00",7.56,Chicago,Mandarin,245,6226,9,Outdoor Adventurers,2021-02-03
48227,NexGen Systems,Search,Men 18-24,45 days,Google Ads,0.07,"$15,256.00",2.59,New York,Spanish,365,6730,1,Tech Enthusiasts,2021-02-16
