Campaign_ID,Company,Campaign_Type,Target_Audience,Duration,Duration_Days,Channel_Used,Conversion_Rate,Conversion_Rate_Pct,Acquisition_Cost,ROI,ROI_Bucket,Revenue_Generated,Net_Profit,Location,Language,Clicks,Impressions,CTR_Pct,Cost_Per_Click,Est_Conversions,Cost_Per_Conversion,Engagement_Score,Customer_Segment,Date,Year,Month,Month_Name,Quarter
39479,TechCorp,Social Media,All Ages,60 days,60,Instagram,0.12,12.0,7026.0,3.01,Medium ROI (3x-6x),21148.26,14122.259999999998,Chicago,French,197,8567,2.299521419400023,35.66497461928934,24.0,292.75,10,Foodies,2021-02-28,2021,2,Feb,1
39480,TechCorp,Display,Women 25-34,45 days,45,Google Ads,0.02,2.0,17051.0,2.47,Low ROI (<3x),42115.97,25064.97,Los Angeles,French,657,4401,14.92842535787321,25.95281582952816,13.0,1311.6153846153843,4,Outdoor Adventurers,2021-03-01,2021,3,Mar,1
39496,DataTech Solutions,Social Media,Women 25-34,30 days,30,Instagram,0.11,11.0,7370.0,4.87,Medium ROI (3x-6x),35891.9,28521.9,Houston,Spanish,486,4633,10.489963306712712,15.164609053497944,53.0,139.0566037735849,8,Tech Enthusiasts,2021-03-17,2021,3,Mar,1
39515,DataTech Solutions,Search,Women 35-44,15 days,15,Website,0.13,13.0,10981.0,5.37,Medium ROI (3x-6x),58967.97,47986.97,Chicago,English,321,3328,9.645432692307692,34.20872274143302,42.0,261.45238095238096,6,Health & Wellness,2021-04-05,2021,4,Apr,2
39536,TechCorp,Influencer,Women 35-44,60 days,60,YouTube,0.06,6.0,13250.0,5.44,Medium ROI (3x-6x),72080.0,58830.0,Houston,French,224,2686,8.339538346984364,59.15178571428572,13.0,1019.2307692307692,10,Foodies,2021-04-26,2021,4,Apr,2
39540,NexGen Systems,Search,Men 25-34,30 days,30,Instagram,0.02,2.0,6580.0,5.13,Medium ROI (3x-6x),33755.4,27175.4,Chicago,German,742,1659,44.72573839662447,8.867924528301886,15.0,438.6666666666667,3,Tech Enthusiasts,2021-04-30,2021,4,Apr,2
39596,DataTech Solutions,Social Media,Men 25-34,45 days,45,Google Ads,0.06,6.0,19309.0,3.24,Medium ROI (3x-6x),62561.16,43252.16,Chicago,Spanish,775,9149,8.470871133457209,24.91483870967742,46.0,419.7608695652174,4,Fashionistas,2021-06-25,2021,6,Jun,2
39643,Alpha Innovations,Search,Women 35-44,15 days,15,Facebook,0.03,3.0,18579.0,6.26,High ROI (6x+),116304.54,97725.54,Houston,Mandarin,185,5405,3.4227567067530065,100.42702702702702,6.0,3096.5,1,Tech Enthusiasts,2021-08-11,2021,8,Aug,3
39677,Alpha Innovations,Social Media,Men 25-34,45 days,45,Facebook,0.02,2.0,19274.0,2.64,Low ROI (<3x),50883.36,31609.36,New York,Mandarin,920,9464,9.721048182586644,20.95,18.0,1070.7777777777778,1,Foodies,2021-09-14,2021,9,Sep,3
39730,Innovate Industries,Search,Women 35-44,15 days,15,Google Ads,0.05,5.0,15168.0,3.56,Medium ROI (3x-6x),53998.08,38830.08,Houston,Mandarin,853,6223,13.70721516953238,17.781946072684644,43.0,352.74418604651163,4,Health & Wellness,2021-11-06,2021,11,Nov,4
39780,TechCorp,Social Media,All Ages,60 days,60,Instagram,0.06,6.0,8546.0,6.97,High ROI (6x+),59565.62,51019.62,Los Angeles,French,245,5544,4.41919191919192,34.881632653061224,15.0,569.7333333333333,10,Tech Enthusiasts,2021-12-26,2021,12,Dec,4
39785,NexGen Systems,Display,All Ages,30 days,30,Google Ads,0.04,4.0,7324.0,2.33,Low ROI (<3x),17064.920000000002,9740.920000000002,Miami,German,622,7374,8.435042039598589,11.77491961414791,25.0,292.96,4,Fashionistas,2021-12-31,2021,12,Dec,4
39804,TechCorp,Email,Women 35-44,15 days,15,Website,0.05,5.0,17065.0,2.33,Low ROI (<3x),39761.45,22696.450000000004,Houston,French,303,5591,5.419424074405295,56.32013201320133,15.0,1137.6666666666667,2,Fashionistas,2021-01-19,2021,1,Jan,1
39925,Alpha Innovations,Email,Men 18-24,15 days,15,Instagram,0.04,4.0,19487.0,7.97,High ROI (6x+),155311.38999999998,135824.38999999998,Miami,Mandarin,832,5410,15.378927911275415,23.421875,33.0,590.5151515151515,3,Foodies,2021-05-20,2021,5,May,2
39929,DataTech Solutions,Display,Women 35-44,45 days,45,YouTube,0.06,6.0,9740.0,2.71,Low ROI (<3x),26395.4,16655.4,Miami,French,185,8828,2.0956048935206164,52.648648648648646,11.0,885.4545454545455,2,Foodies,2021-05-24,2021,5,May,2
39952,Alpha Innovations,Search,Women 25-34,15 days,15,Google Ads,0.06,6.0,18173.0,3.15,Medium ROI (3x-6x),57244.95,39071.95,Los Angeles,French,780,7376,10.574837310195226,23.29871794871795,47.0,386.6595744680851,10,Fashionistas,2021-06-16,2021,6,Jun,2
40209,NexGen Systems,Social Media,Women 35-44,30 days,30,Instagram,0.06,6.0,7117.0,4.94,Medium ROI (3x-6x),35157.98,28040.980000000003,Miami,Spanish,443,1600,27.6875,16.06546275395034,27.0,263.5925925925926,10,Health & Wellness,2021-02-28,2021,2,Feb,1
40276,DataTech Solutions,Influencer,Men 25-34,45 days,45,Instagram,0.06,6.0,13524.0,4.7,Medium ROI (3x-6x),63562.8,50038.8,Chicago,German,491,7561,6.4938500198386455,27.54378818737271,29.0,466.3448275862069,1,Fashionistas,2021-05-06,2021,5,May,2
40280,NexGen Systems,Influencer,Women 35-44,60 days,60,YouTube,0.03,3.0,18545.0,3.78,Medium ROI (3x-6x),70100.09999999999,51555.09999999999,Miami,Mandarin,860,2192,39.23357664233576,21.563953488372093,26.0,713.2692307692307,10,Fashionistas,2021-05-10,2021,5,May,2
40281,DataTech Solutions,Email,Men 25-34,45 days,45,Google Ads,0.02,2.0,10010.0,6.27,High ROI (6x+),62762.7,52752.7,Los Angeles,Mandarin,322,2079,15.488215488215488,31.08695652173913,6.0,1668.3333333333333,1,Fashionistas,2021-05-11,2021,5,May,2
40288,NexGen Systems,Influencer,Men 18-24,15 days,15,Email,0.12,12.0,7717.0,2.11,Low ROI (<3x),16282.87,8565.869999999999,New York,French,444,9635,4.6081992734820965,17.38063063063063,53.0,145.60377358490567,3,Outdoor Adventurers,2021-05-18,2021,5,May,2
40332,Alpha Innovations,Social Media,All Ages,45 days,45,Facebook,0.06,6.0,7677.0,2.03,Low ROI (<3x),15584.309999999998,7907.309999999998,New York,French,232,2438,9.51599671862182,33.09051724137931,14.0,548.3571428571429,6,Outdoor Adventurers,2021-07-01,2021,7,Jul,3
40433,DataTech Solutions,Display,Women 35-44,60 days,60,Google Ads,0.11,11.0,6724.0,2.48,Low ROI (<3x),16675.52,9951.52,Houston,Spanish,757,6270,12.073365231259968,8.882430647291942,83.0,81.01204819277109,9,Tech Enthusiasts,2021-10-10,2021,10,Oct,4
40446,TechCorp,Social Media,Men 25-34,45 days,45,Instagram,0.02,2.0,10758.0,4.08,Medium ROI (3x-6x),43892.64,33134.64,Los Angeles,Mandarin,163,7663,2.127104267258254,66.0,3.0,3586.0,7,Foodies,2021-10-23,2021,10,Oct,4
40456,TechCorp,Social Media,Men 25-34,60 days,60,Website,0.13,13.0,6740.0,5.99,Medium ROI (3x-6x),40372.6,33632.6,Houston,German,222,3745,5.9279038718291055,30.36036036036036,29.0,232.41379310344828,3,Fashionistas,2021-11-02,2021,11,Nov,4
40552,NexGen Systems,Email,Men 18-24,60 days,60,Website,0.08,8.0,10023.0,4.99,Medium ROI (3x-6x),50014.77,39991.77,Houston,French,821,2829,29.02085542594556,12.208282582216809,66.0,151.86363636363637,7,Tech Enthusiasts,2021-02-06,2021,2,Feb,1
40571,NexGen Systems,Display,Men 18-24,15 days,15,Website,0.1,10.0,19530.0,7.76,High ROI (6x+),151552.8,132022.8,Los Angeles,Spanish,788,3892,20.24665981500514,24.784263959390863,79.0,247.21518987341773,8,Foodies,2021-02-25,2021,2,Feb,1
40601,Innovate Industries,Influencer,Men 18-24,60 days,60,Google Ads,0.15,15.0,13305.0,7.62,High ROI (6x+),101384.1,88079.1,New York,French,150,6755,2.220577350111029,88.7,22.0,604.7727272727273,5,Foodies,2021-03-27,2021,3,Mar,1
40622,NexGen Systems,Display,Men 25-34,45 days,45,Email,0.11,11.0,15716.0,3.27,Medium ROI (3x-6x),51391.32,35675.32,Los Angeles,French,614,9578,6.410524117769889,25.596091205211728,68.0,231.11764705882356,10,Outdoor Adventurers,2021-04-17,2021,4,Apr,2
40662,NexGen Systems,Search,Men 25-34,30 days,30,Facebook,0.12,12.0,10150.0,6.73,High ROI (6x+),68309.5,58159.5,Houston,Spanish,799,6278,12.726983115641923,12.703379224030035,96.0,105.72916666666669,9,Foodies,2021-05-27,2021,5,May,2
40691,Alpha Innovations,Social Media,Men 18-24,30 days,30,Google Ads,0.05,5.0,6146.0,2.86,Low ROI (<3x),17577.559999999998,11431.559999999998,Los Angeles,French,951,7468,12.734333154793786,6.46267087276551,48.0,128.04166666666666,5,Health & Wellness,2021-06-25,2021,6,Jun,2
40714,DataTech Solutions,Influencer,All Ages,30 days,30,Facebook,0.04,4.0,14824.0,4.19,Medium ROI (3x-6x),62112.560000000005,47288.560000000005,Miami,Mandarin,640,7927,8.07367225936672,23.1625,26.0,570.1538461538462,2,Tech Enthusiasts,2021-07-18,2021,7,Jul,3
40745,DataTech Solutions,Influencer,Women 25-34,15 days,15,Email,0.13,13.0,15196.0,7.16,High ROI (6x+),108803.36,93607.36,New York,Mandarin,160,7300,2.191780821917808,94.975,21.0,723.6190476190476,5,Outdoor Adventurers,2021-08-18,2021,8,Aug,3
40751,Alpha Innovations,Influencer,Men 18-24,60 days,60,Facebook,0.06,6.0,12200.0,6.69,High ROI (6x+),81618.0,69418.0,Los Angeles,English,156,5067,3.078744819419775,78.2051282051282,9.0,1355.5555555555557,10,Fashionistas,2021-08-24,2021,8,Aug,3
40841,DataTech Solutions,Social Media,Men 25-34,30 days,30,Facebook,0.11,11.0,12641.0,2.35,Low ROI (<3x),29706.35,17065.350000000002,New York,English,259,7518,3.445065176908752,48.80694980694981,28.0,451.4642857142857,6,Health & Wellness,2021-11-22,2021,11,Nov,4
40865,Innovate Industries,Social Media,Men 25-34,15 days,15,YouTube,0.08,8.0,17336.0,4.62,Medium ROI (3x-6x),80092.32,62756.32000000001,Miami,English,828,1666,49.69987995198079,20.93719806763285,66.0,262.6666666666667,5,Tech Enthusiasts,2021-12-16,2021,12,Dec,4
40952,NexGen Systems,Search,Men 25-34,30 days,30,YouTube,0.1,10.0,12982.0,3.09,Medium ROI (3x-6x),40114.38,27132.38,Houston,English,505,4067,12.417014998770592,25.706930693069307,50.0,259.64,6,Tech Enthusiasts,2021-03-13,2021,3,Mar,1
40968,Innovate Industries,Social Media,Women 25-34,30 days,30,Website,0.12,12.0,9368.0,5.88,Medium ROI (3x-6x),55083.84,45715.84,New York,Mandarin,861,9787,8.797384285276387,10.880371660859463,103.0,90.95145631067962,7,Tech Enthusiasts,2021-03-29,2021,3,Mar,1
41019,TechCorp,Social Media,Men 25-34,30 days,30,Instagram,0.13,13.0,6310.0,7.54,High ROI (6x+),47577.4,41267.4,Chicago,German,213,4835,4.405377456049639,29.624413145539908,28.0,225.3571428571429,3,Foodies,2021-05-19,2021,5,May,2
41075,DataTech Solutions,Display,Women 25-34,60 days,60,Website,0.05,5.0,17722.0,7.04,High ROI (6x+),124762.88,107040.88,New York,English,366,4329,8.454608454608454,48.4207650273224,18.0,984.5555555555557,8,Health & Wellness,2021-07-14,2021,7,Jul,3
41079,TechCorp,Search,Women 35-44,30 days,30,Email,0.08,8.0,9752.0,4.18,Medium ROI (3x-6x),40763.36,31011.36,Chicago,German,400,6343,6.306164275579379,24.38,32.0,304.75,3,Outdoor Adventurers,2021-07-18,2021,7,Jul,3
41106,DataTech Solutions,Email,Women 35-44,30 days,30,Instagram,0.07,7.000000000000001,12768.0,7.69,High ROI (6x+),98185.92,85417.92,Miami,Spanish,885,5589,15.834675254965113,14.427118644067797,62.0,205.93548387096772,2,Fashionistas,2021-08-14,2021,8,Aug,3
41187,NexGen Systems,Influencer,Men 18-24,60 days,60,Website,0.02,2.0,18338.0,7.23,High ROI (6x+),132583.74000000002,114245.74000000002,Los Angeles,English,426,1421,29.978888106966924,43.04694835680751,9.0,2037.555555555556,2,Tech Enthusiasts,2021-11-03,2021,11,Nov,4
41256,TechCorp,Search,Women 25-34,15 days,15,Website,0.08,8.0,11233.0,6.2,High ROI (6x+),69644.6,58411.600000000006,Los Angeles,French,368,7283,5.052862831250858,30.52445652173913,29.0,387.3448275862069,1,Health & Wellness,2021-01-11,2021,1,Jan,1
41260,DataTech Solutions,Display,Men 25-34,15 days,15,Website,0.06,6.0,10209.0,4.09,Medium ROI (3x-6x),41754.81,31545.81,Houston,German,284,5157,5.507077758386659,35.94718309859155,17.0,600.5294117647059,5,Health & Wellness,2021-01-15,2021,1,Jan,1
41269,DataTech Solutions,Search,Men 18-24,60 days,60,Instagram,0.06,6.0,15082.0,3.23,Medium ROI (3x-6x),48714.86,33632.86,Chicago,German,829,2968,27.931266846361183,18.19300361881785,50.0,301.64,7,Health & Wellness,2021-01-24,2021,1,Jan,1
41290,TechCorp,Influencer,Women 35-44,45 days,45,Email,0.06,6.0,10597.0,2.03,Low ROI (<3x),21511.91,10914.909999999996,New York,Mandarin,781,4187,18.652973489371867,13.568501920614596,47.0,225.46808510638297,3,Tech Enthusiasts,2021-02-14,2021,2,Feb,1
41342,Alpha Innovations,Display,Men 18-24,30 days,30,Facebook,0.11,11.0,13181.0,2.41,Low ROI (<3x),31766.210000000003,18585.210000000003,Houston,English,581,9325,6.230563002680965,22.686746987951807,64.0,205.953125,4,Outdoor Adventurers,2021-04-07,2021,4,Apr,2
41359,NexGen Systems,Email,Women 25-34,30 days,30,Website,0.07,7.000000000000001,17151.0,7.24,High ROI (6x+),124173.24,107022.24,New York,English,151,7885,1.915028535193405,113.58278145695364,11.0,1559.1818181818182,4,Health & Wellness,2021-04-24,2021,4,Apr,2
41403,NexGen Systems,Social Media,Women 25-34,15 days,15,Website,0.14,14.000000000000002,14962.0,6.7,High ROI (6x+),100245.4,85283.40000000001,Houston,French,183,3378,5.41740674955595,81.75956284153006,26.0,575.4615384615385,9,Tech Enthusiasts,2021-06-07,2021,6,Jun,2
41441,DataTech Solutions,Display,Men 18-24,30 days,30,Instagram,0.12,12.0,16734.0,4.12,Medium ROI (3x-6x),68944.08,52210.08,Los Angeles,German,379,4941,7.670512042096742,44.15303430079155,45.0,371.8666666666667,5,Fashionistas,2021-07-15,2021,7,Jul,3
41552,Alpha Innovations,Influencer,Men 25-34,45 days,45,Instagram,0.04,4.0,11906.0,3.57,Medium ROI (3x-6x),42504.42,30598.42,Houston,French,506,1609,31.448104412678685,23.529644268774703,20.0,595.3,8,Health & Wellness,2021-11-03,2021,11,Nov,4
41602,Innovate Industries,Email,Men 25-34,15 days,15,Instagram,0.08,8.0,11516.0,4.92,Medium ROI (3x-6x),56658.72,45142.72,Los Angeles,English,603,9254,6.516101145450616,19.097844112769486,48.0,239.91666666666663,3,Foodies,2021-12-23,2021,12,Dec,4
41642,TechCorp,Influencer,Men 18-24,60 days,60,YouTube,0.04,4.0,18620.0,4.65,Medium ROI (3x-6x),86583.0,67963.0,Los Angeles,Spanish,221,8844,2.498869289914066,84.25339366515837,9.0,2068.8888888888887,10,Foodies,2021-02-01,2021,2,Feb,1
41670,Innovate Industries,Social Media,Women 35-44,15 days,15,Google Ads,0.1,10.0,8703.0,2.61,Low ROI (<3x),22714.83,14011.829999999998,Houston,French,876,6562,13.349588540079244,9.934931506849315,88.0,98.89772727272728,5,Tech Enthusiasts,2021-03-01,2021,3,Mar,1
41758,DataTech Solutions,Search,Men 18-24,30 days,30,Email,0.04,4.0,12283.0,2.33,Low ROI (<3x),28619.39,16336.39,New York,French,515,9407,5.474646539810779,23.850485436893205,21.0,584.9047619047619,4,Tech Enthusiasts,2021-05-28,2021,5,May,2
41786,Innovate Industries,Search,Men 18-24,45 days,45,YouTube,0.02,2.0,18389.0,6.51,High ROI (6x+),119712.39,101323.39,Miami,German,443,3978,11.13624937154349,41.51015801354402,9.0,2043.2222222222224,4,Fashionistas,2021-06-25,2021,6,Jun,2
41804,Alpha Innovations,Display,Women 35-44,45 days,45,Email,0.07,7.000000000000001,5620.0,5.61,Medium ROI (3x-6x),31528.2,25908.2,Miami,English,560,4123,13.582342954159593,10.035714285714286,39.0,144.10256410256412,1,Foodies,2021-07-13,2021,7,Jul,3
41841,TechCorp,Influencer,Women 25-34,15 days,15,Facebook,0.12,12.0,9835.0,5.17,Medium ROI (3x-6x),50846.95,41011.95,Houston,Spanish,901,6824,13.20339976553341,10.915649278579355,108.0,91.0648148148148,7,Fashionistas,2021-08-19,2021,8,Aug,3
41856,Alpha Innovations,Influencer,All Ages,30 days,30,Facebook,0.08,8.0,10973.0,3.13,Medium ROI (3x-6x),34345.49,23372.49,Miami,German,328,9412,3.484912877178071,33.454268292682926,26.0,422.0384615384616,2,Outdoor Adventurers,2021-09-03,2021,9,Sep,3
41891,NexGen Systems,Email,Men 18-24,45 days,45,Instagram,0.02,2.0,17404.0,5.04,Medium ROI (3x-6x),87716.16,70312.16,Houston,German,640,4130,15.49636803874092,27.19375,13.0,1338.7692307692307,9,Fashionistas,2021-10-08,2021,10,Oct,4
41896,Alpha Innovations,Email,Women 25-34,30 days,30,Instagram,0.02,2.0,15457.0,4.05,Medium ROI (3x-6x),62600.85,47143.85,Chicago,Spanish,582,1816,32.048458149779734,26.55841924398625,12.0,1288.0833333333333,2,Outdoor Adventurers,2021-10-13,2021,10,Oct,4
41926,Alpha Innovations,Email,Men 25-34,15 days,15,Email,0.13,13.0,16453.0,7.77,High ROI (6x+),127839.81,111386.81,Los Angeles,Mandarin,492,3792,12.974683544303796,33.4410569105691,64.0,257.078125,1,Health & Wellness,2021-11-12,2021,11,Nov,4
42007,Innovate Industries,Email,Women 35-44,60 days,60,YouTube,0.1,10.0,16050.0,7.89,High ROI (6x+),126634.5,110584.5,Los Angeles,French,874,1205,72.5311203319502,18.36384439359268,87.0,184.48275862068965,4,Health & Wellness,2021-02-01,2021,2,Feb,1
42008,NexGen Systems,Social Media,Men 25-34,45 days,45,Website,0.07,7.000000000000001,17570.0,5.61,Medium ROI (3x-6x),98567.7,80997.70000000001,Houston,Mandarin,614,8973,6.842750473643151,28.61563517915309,43.0,408.6046511627907,10,Fashionistas,2021-02-02,2021,2,Feb,1
42050,Alpha Innovations,Search,Men 18-24,45 days,45,Instagram,0.12,12.0,10985.0,7.79,High ROI (6x+),85573.15,74588.15,Houston,Mandarin,876,7379,11.8715273072232,12.539954337899545,105.0,104.61904761904762,5,Foodies,2021-03-16,2021,3,Mar,1
42056,Innovate Industries,Display,All Ages,15 days,15,Facebook,0.03,3.0,8837.0,2.42,Low ROI (<3x),21385.54,12548.54,Miami,German,721,3624,19.89514348785872,12.256588072122051,22.0,401.6818181818182,4,Tech Enthusiasts,2021-03-22,2021,3,Mar,1
42123,TechCorp,Email,Men 25-34,60 days,60,Instagram,0.07,7.000000000000001,15135.0,5.89,Medium ROI (3x-6x),89145.15,74010.15,Houston,German,814,3874,21.011874032008254,18.593366093366093,57.0,265.5263157894737,3,Fashionistas,2021-05-28,2021,5,May,2
42251,Alpha Innovations,Search,Men 25-34,15 days,15,Google Ads,0.07,7.000000000000001,9791.0,4.42,Medium ROI (3x-6x),43276.22,33485.22,Miami,Mandarin,262,9002,2.9104643412574984,37.37022900763359,18.0,543.9444444444445,5,Health & Wellness,2021-10-03,2021,10,Oct,4
42254,Innovate Industries,Social Media,Men 18-24,60 days,60,Website,0.09,9.0,7370.0,7.03,High ROI (6x+),51811.1,44441.1,Los Angeles,Spanish,876,9035,9.6956281128943,8.41324200913242,79.0,93.29113924050633,3,Foodies,2021-10-06,2021,10,Oct,4
42260,NexGen Systems,Display,Women 35-44,60 days,60,YouTube,0.05,5.0,7846.0,3.16,Medium ROI (3x-6x),24793.36,16947.36,Chicago,Mandarin,945,4899,19.2896509491733,8.302645502645502,47.0,166.93617021276594,2,Tech Enthusiasts,2021-10-12,2021,10,Oct,4
42275,DataTech Solutions,Influencer,All Ages,30 days,30,Facebook,0.05,5.0,6592.0,7.72,High ROI (6x+),50890.24,44298.24,Miami,French,635,2207,28.77208880833711,10.381102362204723,32.0,206.0,8,Health & Wellness,2021-10-27,2021,10,Oct,4
42278,TechCorp,Social Media,Men 25-34,30 days,30,Website,0.12,12.0,19910.0,6.58,High ROI (6x+),131007.8,111097.8,Houston,Spanish,333,6658,5.001501952538299,59.789789789789786,40.0,497.75,9,Outdoor Adventurers,2021-10-30,2021,10,Oct,4
42342,TechCorp,Influencer,Men 18-24,60 days,60,Email,0.08,8.0,19772.0,6.85,High ROI (6x+),135438.19999999998,115666.19999999998,Los Angeles,German,245,6747,3.631243515636579,80.70204081632653,20.0,988.6,10,Health & Wellness,2021-01-02,2021,1,Jan,1
42403,Innovate Industries,Social Media,Men 18-24,45 days,45,Website,0.11,11.0,16575.0,5.17,Medium ROI (3x-6x),85692.75,69117.75,Chicago,French,846,9089,9.3079546704808,19.59219858156028,93.0,178.2258064516129,9,Fashionistas,2021-03-04,2021,3,Mar,1
42404,NexGen Systems,Display,Men 18-24,60 days,60,Website,0.03,3.0,13443.0,4.1,Medium ROI (3x-6x),55116.3,41673.3,Los Angeles,English,700,6194,11.301259283177268,19.204285714285717,21.0,640.1428571428571,6,Tech Enthusiasts,2021-03-05,2021,3,Mar,1
42415,DataTech Solutions,Search,Men 18-24,60 days,60,Facebook,0.13,13.0,16243.0,7.35,High ROI (6x+),119386.05,103143.05,New York,French,918,4744,19.35075885328836,17.693899782135077,119.0,136.49579831932772,7,Foodies,2021-03-16,2021,3,Mar,1
42432,DataTech Solutions,Display,All Ages,60 days,60,Website,0.1,10.0,9832.0,5.52,Medium ROI (3x-6x),54272.64,44440.64,Chicago,English,848,1508,56.233421750663126,11.59433962264151,85.0,115.67058823529412,6,Health & Wellness,2021-04-02,2021,4,Apr,2
42513,TechCorp,Search,All Ages,45 days,45,Email,0.1,10.0,5421.0,4.64,Medium ROI (3x-6x),25153.44,19732.44,New York,French,615,2855,21.541155866900176,8.814634146341463,62.0,87.43548387096774,6,Fashionistas,2021-06-22,2021,6,Jun,2
42658,NexGen Systems,Search,Women 25-34,30 days,30,Google Ads,0.02,2.0,17584.0,2.69,Low ROI (<3x),47300.96,29716.96,New York,Spanish,161,9818,1.639845182318191,109.21739130434784,3.0,5861.333333333333,7,Outdoor Adventurers,2021-11-14,2021,11,Nov,4
42821,DataTech Solutions,Influencer,Women 25-34,45 days,45,Website,0.11,11.0,7208.0,2.53,Low ROI (<3x),18236.24,11028.239999999998,Los Angeles,Spanish,676,8735,7.7389811104751,10.662721893491124,74.0,97.4054054054054,1,Outdoor Adventurers,2021-04-26,2021,4,Apr,2
42826,Alpha Innovations,Social Media,Men 25-34,15 days,15,Instagram,0.08,8.0,14881.0,4.94,Medium ROI (3x-6x),73512.14,58631.14,Miami,English,270,3524,7.661748013620885,55.114814814814814,22.0,676.4090909090909,2,Fashionistas,2021-05-01,2021,5,May,2
42855,TechCorp,Social Media,Men 18-24,60 days,60,Google Ads,0.14,14.000000000000002,8031.0,2.34,Low ROI (<3x),18792.54,10761.539999999995,Los Angeles,Mandarin,117,7822,1.4957811301457429,68.64102564102564,16.0,501.9375,9,Fashionistas,2021-05-30,2021,5,May,2
43041,Alpha Innovations,Display,Women 35-44,45 days,45,Email,0.14,14.000000000000002,11290.0,5.11,Medium ROI (3x-6x),57691.9,46401.9,Miami,German,753,6579,11.445508435932512,14.9933598937583,105.0,107.52380952380952,10,Health & Wellness,2021-12-02,2021,12,Dec,4
43111,TechCorp,Influencer,Women 25-34,30 days,30,Instagram,0.06,6.0,5069.0,3.76,Medium ROI (3x-6x),19059.44,13990.44,Miami,Mandarin,347,4157,8.34736588886216,14.60806916426513,21.0,241.3809523809524,10,Foodies,2021-02-10,2021,2,Feb,1
43115,TechCorp,Influencer,Men 25-34,30 days,30,Google Ads,0.02,2.0,17141.0,4.33,Medium ROI (3x-6x),74220.53,57079.53,Los Angeles,German,722,2492,28.97271268057785,23.740997229916896,14.0,1224.357142857143,6,Outdoor Adventurers,2021-02-14,2021,2,Feb,1
43209,Alpha Innovations,Influencer,Men 18-24,60 days,60,Facebook,0.14,14.000000000000002,9918.0,3.89,Medium ROI (3x-6x),38581.02,28663.020000000004,Miami,German,426,9366,4.548366431774504,23.281690140845072,60.0,165.3,6,Outdoor Adventurers,2021-05-19,2021,5,May,2
43220,Alpha Innovations,Display,Men 25-34,30 days,30,YouTube,0.03,3.0,11109.0,5.13,Medium ROI (3x-6x),56989.17,45880.17,Miami,French,842,9965,8.449573507275463,13.193586698337292,25.0,444.36,3,Tech Enthusiasts,2021-05-30,2021,5,May,2
43244,Alpha Innovations,Social Media,Women 35-44,45 days,45,Email,0.1,10.0,19538.0,6.26,High ROI (6x+),122307.88,102769.88,New York,French,857,2064,41.52131782945737,22.79813302217036,86.0,227.1860465116279,1,Health & Wellness,2021-06-23,2021,6,Jun,2
43269,NexGen Systems,Display,Women 35-44,15 days,15,Email,0.08,8.0,16425.0,7.88,High ROI (6x+),129429.0,113004.0,Miami,German,373,7228,5.160486995019369,44.03485254691689,30.0,547.5,7,Health & Wellness,2021-07-18,2021,7,Jul,3
43371,Innovate Industries,Influencer,Women 25-34,60 days,60,Facebook,0.08,8.0,10201.0,2.09,Low ROI (<3x),21320.09,11119.09,Chicago,Mandarin,519,7624,6.807450157397692,19.655105973025048,42.0,242.8809523809524,7,Health & Wellness,2021-10-28,2021,10,Oct,4
43446,TechCorp,Email,Men 25-34,15 days,15,Facebook,0.12,12.0,11689.0,4.97,Medium ROI (3x-6x),58094.33,46405.33,New York,Spanish,838,7517,11.148064387388583,13.948687350835325,101.0,115.73267326732672,1,Fashionistas,2021-01-11,2021,1,Jan,1
43570,Innovate Industries,Display,Women 35-44,60 days,60,Email,0.06,6.0,12790.0,2.89,Low ROI (<3x),36963.1,24173.1,Miami,German,358,6029,5.937966495272848,35.726256983240226,21.0,609.047619047619,1,Tech Enthusiasts,2021-05-15,2021,5,May,2
43573,DataTech Solutions,Search,Men 25-34,45 days,45,Instagram,0.02,2.0,12157.0,7.06,High ROI (6x+),85828.42,73671.42,Houston,German,979,9799,9.99081538932544,12.417773237997958,20.0,607.85,4,Health & Wellness,2021-05-18,2021,5,May,2
43680,NexGen Systems,Display,All Ages,45 days,45,Email,0.02,2.0,19003.0,4.52,Medium ROI (3x-6x),85893.56,66890.56,Los Angeles,Spanish,114,3993,2.854996243425996,166.69298245614036,2.0,9501.5,3,Fashionistas,2021-09-02,2021,9,Sep,3
43701,DataTech Solutions,Display,Men 18-24,30 days,30,Instagram,0.09,9.0,14501.0,3.93,Medium ROI (3x-6x),56988.93,42487.93,Miami,Mandarin,967,8729,11.078015809371063,14.995863495346432,87.0,166.67816091954023,3,Outdoor Adventurers,2021-09-23,2021,9,Sep,3
43709,Innovate Industries,Search,Men 25-34,30 days,30,Facebook,0.1,10.0,12323.0,5.55,Medium ROI (3x-6x),68392.65,56069.65,New York,Mandarin,759,8965,8.466257668711656,16.235836627140976,76.0,162.14473684210526,3,Health & Wellness,2021-10-01,2021,10,Oct,4
43722,Innovate Industries,Search,Women 35-44,15 days,15,Google Ads,0.13,13.0,8638.0,4.76,Medium ROI (3x-6x),41116.88,32478.88,New York,French,531,5590,9.499105545617171,16.267419962335218,69.0,125.18840579710144,6,Tech Enthusiasts,2021-10-14,2021,10,Oct,4
